,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Years_Operating,Fat_Content_Score,Outlet_Size_Score,Item_Type_Score,Location_Type_Score,Outlet_Type_Score
147,17.6,0.082316506,160.692,2004,1597.92,18,0,1,0,1,1
148,21.25,0.155350299,178.237,2004,529.311,18,1,1,1,1,1
149,7.235,0.076841095,117.5492,2004,1969.4364,18,0,1,0,1,1
150,14.6,0.151419185,50.3692,2007,1034.6532,15,1,0,2,1,1
151,13.85,0.026001976,161.521,2009,1794.331,13,2,2,1,2,2
152,13.65,0.073209447,197.6426,2009,2768.3964,13,2,2,1,2,2
153,12.857645184135976,0.041683481,31.29,1985,898.83,37,1,2,2,2,3
154,7.365,0.042560252,226.172,1997,3169.208,25,1,1,1,0,1
155,18.35,0.014081156,223.5746,2009,3589.9936,13,0,2,0,2,2
156,5.465,0.066132028778951,132.5626,2009,262.3252,13,2,2,1,2,2
157,18.6,0.152918384,99.8358,2007,1910.1802,15,1,0,1,1,1
158,13.85,0.030969274,140.9154,2007,1701.7848,15,1,0,2,1,1
159,14.0,0.060376776,154.5656,1987,2471.4496,35,2,3,1,2,1
160,14.0,0.04192285,54.764,1987,1331.6,35,2,3,1,2,1
161,12.857645184135976,0.077367431,97.0094,1985,1808.9786,37,1,2,1,2,3
162,5.905,0.045838211,222.5456,2009,3315.684,13,1,2,1,2,2
163,7.27,0.071077939,114.2518,1997,2618.5914,25,1,1,2,0,1
164,6.155,0.094659871,214.556,1997,2769.728,25,2,1,1,0,1
165,19.5,0.077608838,233.4958,2007,5375.0034,15,2,0,2,1,1
166,15.2,0.021327477,216.8824,2007,2838.9712,15,1,0,1,1,1
167,12.15,0.042485444,125.0046,2009,1743.0644,13,2,2,1,2,2
168,12.857645184135976,0.025578526,198.8084,1985,5555.4352,37,0,2,0,2,3
169,12.6,0.0489808,61.9194,2009,619.194,13,1,2,1,2,2
170,14.5,0.019471688,164.821,2004,2120.573,18,0,1,0,1,1
171,16.6,0.122918852,173.0738,2007,3823.0236,15,1,0,1,1,1
172,11.8,0.057373797,151.4366,1987,1360.2294,35,2,3,1,2,1
173,13.1,0.044155597,178.8318,1987,3969.4996,35,2,3,1,2,1
174,17.7,0.291865402,115.1834,1998,345.5502,24,1,0,1,2,0
175,17.85,0.066132028778951,196.5794,1998,585.2382,24,1,0,1,2,0
176,12.3,0.064750025,92.6804,2002,1010.6844,20,2,0,1,1,1
177,11.8,0.098312421,81.4618,1998,161.1236,24,0,0,0,2,0
178,12.857645184135976,0.191013663,42.1112,1985,42.6112,37,2,1,2,0,0
179,11.1,0.176573035,157.4604,2002,3010.7476,20,1,0,1,1,1
180,12.857645184135976,0.060134441,153.0656,1985,6024.1584,37,2,2,1,2,3
181,11.3,0.007294652,198.1426,2002,988.713,20,1,0,1,1,1
182,12.857645184135976,0.128478462,117.944,1985,239.688,37,0,1,0,0,0
183,5.75,0.075107656,112.8176,1987,1374.2112,35,2,3,1,2,1
184,12.857645184135976,0.049381406,226.8062,1985,4739.8302,37,2,2,1,2,3
185,11.35,0.045165796,100.0016,2009,1012.016,13,2,2,1,2,2
186,12.857645184135976,0.09415375,165.7526,1985,657.8104,37,2,1,1,0,0
187,14.0,0.028907832,130.431,1999,778.986,23,0,2,0,0,1
188,19.75,0.018059621,179.766,2002,2336.958,20,2,0,1,1,1
189,6.525,0.090436094,85.0882,1999,2233.0932,23,0,2,0,0,1
190,10.3,0.146399712,103.9648,1999,1661.8368,23,1,2,1,0,1
191,5.78,0.074264356,264.7568,1999,4745.8224,23,2,2,1,0,1
192,11.85,0.050186726,164.1526,2002,3124.5994,20,2,0,1,1,1
193,16.35,0.020631654,50.1324,2009,467.3916,13,1,2,1,2,2
194,12.857645184135976,0.01561108,182.5976,1985,5070.7328,37,0,2,0,2,3
195,10.5,0.041395445,37.6164,1997,540.6296,25,1,1,1,0,1
196,19.0,0.097313129,48.0718,1997,992.7078,25,2,1,1,0,1
197,14.6,0.059582996,238.8538,1999,6008.845,23,0,2,0,0,1
198,12.857645184135976,0.098663652,62.9194,1985,2105.2596,37,2,2,1,2,3
199,12.857645184135976,0.101338651,232.63,1985,5359.69,37,2,2,1,2,3
200,18.75,0.052146456,104.628,2002,745.696,20,0,0,0,1,1
201,5.26,0.041764487,161.8868,2004,3275.736,18,2,1,1,1,1
202,18.25,0.054344186,140.2154,2002,1701.7848,20,1,0,1,1,1
203,12.857645184135976,0.078362484,177.937,1985,6704.606,37,1,2,1,2,3
204,15.1,0.052339069,242.7512,1997,4119.9704,25,1,1,1,0,1
205,15.5,0.042464962,81.5934,1998,327.5736,24,2,0,1,2,0
206,13.65,0.065732883,45.7402,1999,780.9834,23,1,2,1,0,1
207,16.1,0.023625114,189.3846,2002,3630.6074,20,1,0,2,1,1
208,12.857645184135976,0.051643608,107.3622,1985,317.5866,37,2,1,1,0,0
209,12.85,0.165694219,39.7164,1998,231.6984,24,1,0,1,2,0
210,9.5,0.041878397,32.99,2004,133.16,18,1,1,2,1,1
211,13.8,0.058091482,245.1802,2004,5650.6446,18,1,1,2,1,1
212,5.78,0.066132028778951,263.7568,2007,2636.568,15,2,0,1,1,1
213,19.7,0.026903714,96.0726,2002,1272.3438,20,0,0,0,1,1
214,14.65,0.066132028778951,161.5552,1998,324.9104,24,0,0,0,2,0
215,6.67,0.150554711,130.0626,1998,131.1626,24,2,0,1,2,0
216,6.11,0.066132028778951,131.2968,1998,260.9936,24,2,0,1,2,0
217,13.65,0.134975628,260.0936,1998,260.9936,24,2,0,1,2,0
218,17.2,0.15616879,160.6578,1987,3690.5294,35,1,3,1,2,1
219,6.32,0.066132028778951,40.2822,2004,1139.1838,18,1,1,1,1,1
220,4.88,0.133700752,52.9298,1999,1995.4026,23,2,2,1,0,1
221,5.425,0.115119905,88.3514,2007,1416.8224,15,2,0,1,1,1
222,15.85,0.110030997,37.2506,1997,265.6542,25,2,1,1,0,1
223,7.5,0.051038045,121.7072,2007,3552.7088,15,1,0,1,1,1
224,12.65,0.062837968,161.5578,1987,2406.867,35,1,3,2,2,1
225,12.857645184135976,0.017116983,211.956,1985,213.056,37,0,1,0,0,0
226,20.75,0.024129332,124.173,1987,2956.152,35,1,3,1,2,1
227,12.857645184135976,0.049754975,152.134,1985,153.134,37,1,1,2,0,0
228,9.0,0.066132028778951,79.7644,2004,1649.8524,18,1,1,1,1,1
229,12.857645184135976,0.101561568,181.9292,1985,3101.2964,37,1,2,1,2,3
230,12.857645184135976,0.005949644,165.6526,1985,4769.1254,37,0,2,0,2,3
231,12.857645184135976,0.13956116,170.4764,1985,3435.528,37,2,2,1,2,3
232,14.1,0.126035694,86.4198,2002,1133.8574,20,1,0,1,1,1
233,7.55,0.027164679,152.334,2004,2603.278,18,1,1,1,1,1
234,13.0,0.099325278,45.406,1997,605.878,25,0,1,0,0,1
235,12.857645184135976,0.04357366,192.8846,1985,2293.0152,37,1,2,2,2,3
236,12.857645184135976,0.082741482,118.7782,1985,119.1782,37,2,1,1,0,0
237,12.3,0.064565202,92.9804,1987,1929.4884,35,2,3,1,2,1
238,12.857645184135976,0.084554569,109.8912,1985,2074.6328,37,1,2,1,2,3
239,12.857645184135976,0.058451805,79.9618,1985,241.6854,37,0,2,0,2,3
240,17.25,0.113748685,251.3724,2002,6795.1548,20,0,0,0,1,1
241,15.85,0.020603511,42.7112,2007,639.168,15,0,0,0,1,1
242,18.85,0.052044976,192.1846,2004,3248.4382,18,0,1,0,1,1
243,16.35,0.062764429,227.6062,2007,7222.5984,15,2,0,1,1,1
244,14.1,0.087977262,229.0668,2004,3225.1352,18,1,1,2,1,1
245,7.905,0.010010425,249.0408,2004,3755.112,18,1,1,1,1,1
246,12.0,0.033946163,179.3976,1987,3440.8544,35,1,3,1,2,1
247,12.15,0.058414678,163.4552,2004,974.7312,18,2,1,1,1,1
248,10.1,0.027106459,75.367,1999,535.969,23,1,2,1,0,1
249,17.5,0.027022883,262.491,2007,5259.82,15,1,0,1,1,1
250,12.857645184135976,0.058153409,152.034,1985,306.268,37,1,1,2,0,0
251,17.1,0.128937661,112.3886,2009,1779.0176,13,1,2,1,2,2
252,7.785,0.088846306,61.451,1999,759.012,23,1,2,1,0,1
253,11.8,0.09357779,125.9704,1987,1877.556,35,2,3,1,2,1
254,13.15,0.165694678,171.8764,2002,3779.0808,20,2,0,1,1,1
255,12.857645184135976,0.148392623,41.5796,1985,41.2796,37,1,1,1,0,0
256,8.5,0.098438394,51.1324,2007,259.662,15,1,0,1,1,1
257,8.645,0.143303291,96.341,1987,193.082,35,0,3,0,2,1
258,17.6,0.076276208,110.9202,2002,1687.803,20,2,0,1,1,1
259,9.1,0.175103435,127.5362,2007,4655.9394,15,1,0,1,1,1
260,12.8,0.023511371,225.9404,1987,4950.8888,35,2,3,1,2,1
261,7.63,0.06105276,95.4436,2004,1418.154,18,1,1,2,1,1
262,9.285,0.049559042,246.4144,2007,1225.072,15,2,0,1,1,1
263,13.6,0.119418124,231.03,2002,5359.69,20,2,0,1,1,1
264,8.895,0.072545601,176.237,2002,1764.37,20,1,0,1,1,1
265,16.35,0.090486828,195.211,1987,2553.343,35,0,3,0,2,1
266,17.6,0.056245075,43.3454,1987,1006.6896,35,1,3,1,2,1
267,7.975,0.014618973,85.225,1987,1081.925,35,1,3,1,2,1
268,15.85,0.043479126,36.7164,2007,308.9312,15,1,0,1,1,1
269,15.7,0.045166237,178.666,1987,2516.724,35,1,3,1,2,1
270,8.985,0.057827101,128.831,1997,1428.141,25,2,1,1,0,1
271,20.35,0.089394766,260.1594,1987,2093.2752,35,1,3,1,2,1
272,6.59,0.10550944,85.6908,1987,1929.4884,35,1,3,1,2,1
273,19.85,0.005234153,264.0884,2004,5829.7448,18,1,1,1,1,1
274,16.85,0.036390174,91.4488,1997,2082.6224,25,1,1,1,0,1
275,12.857645184135976,0.03292824,173.1738,1985,7298.4996,37,1,2,1,2,3
276,16.75,0.081252534,256.4988,1987,7452.9652,35,1,3,1,2,1
277,17.6,0.076552407,110.5202,2007,450.0808,15,2,0,1,1,1
278,7.905,0.016758569,250.4408,1998,500.6816,24,1,0,1,2,0
279,12.857645184135976,0.044248175,126.202,1985,3668.558,37,1,2,1,2,3
280,7.785,0.038288087,103.1964,2009,736.3748,13,2,2,1,2,2
281,7.825,0.186032678,253.0698,2004,6088.0752,18,0,1,0,1,1
282,12.857645184135976,0.031867464,101.0016,1985,2125.2336,37,0,2,0,2,3
283,20.75,0.021370201,153.0024,2007,2277.036,15,1,0,2,1,1
284,12.857645184135976,0.193772568,190.3846,1985,573.2538,37,1,1,1,0,0
285,6.26,0.009866049,151.1366,2004,2267.049,18,2,1,1,1,1
286,18.2,0.082551042,147.3734,1998,296.9468,24,1,0,1,2,0
287,13.0,0.099729888,46.306,2009,559.272,13,0,2,0,2,2
288,20.25,0.018801549,222.1772,2004,5559.43,18,2,1,1,1,1
289,8.695,0.119721451,95.5094,1999,1237.7222,23,0,2,0,0,1
290,7.27,0.071222087,113.5518,2002,569.259,20,1,0,2,1,1
291,12.857645184135976,0.060371962,174.0712,1985,3866.9664,37,2,2,1,2,3
292,12.85,0.033287541,198.4768,2002,1379.5376,20,1,0,1,1,1
293,7.075,0.05858462,142.7128,2009,1869.5664,13,1,2,1,2,2
294,12.857645184135976,0.11679292,196.211,1985,5499.508,37,2,2,1,2,3
295,8.195,0.031452265,94.3462,1999,925.462,23,1,2,1,0,1
296,7.09,0.00721395,47.9034,2004,583.2408,18,1,1,1,1,1
297,6.095,0.081196619,141.4154,1997,1418.154,25,0,1,0,0,1
298,19.35,0.049916364,80.2644,2007,942.7728,15,2,0,1,1,1
299,6.15,0.04627095,99.3384,1997,2364.9216,25,1,1,1,0,1
300,12.857645184135976,0.02747716,87.9856,1985,3251.7672,37,2,2,1,2,3
301,12.857645184135976,0.104704537,125.2678,1985,254.3356,37,2,1,1,0,0
302,17.7,0.012540003,167.0474,2004,5895.659,18,0,1,0,1,1
303,17.85,0.147023834,93.7436,2009,1134.5232,13,1,2,1,2,2
304,9.395,0.159657596,224.972,2002,7696.648,20,1,0,2,1,1
305,15.75,0.141398626,250.5382,2007,2775.7202,15,1,0,2,1,1
306,7.475,0.148821808,241.2854,2002,5317.0788,20,1,0,1,1,1
307,7.075,0.066132028778951,98.0068,2009,874.8612,13,1,2,1,2,2
308,6.445,0.029691762,92.6436,1997,1039.9796,25,1,1,1,0,1
309,19.1,0.096715523,235.0958,2004,3038.0454,18,1,1,1,1,1
310,20.25,0.014790559,193.6162,2004,3848.324,18,2,1,1,1,1
311,15.0,0.054378253,59.1904,1997,527.3136,25,2,1,1,0,1
312,6.67,0.123428594,89.1514,1997,2390.8878,25,2,1,1,0,1
313,12.857645184135976,0.029943463,60.222,1985,1677.816,37,2,2,1,2,3
314,16.7,0.052368061,112.7176,1987,801.6232,35,2,3,1,2,1
315,7.07,0.093861144,115.5834,2002,1267.0174,20,1,0,1,1,1
316,6.48,0.033968647,148.0076,2002,886.8456,20,1,0,1,1,1
317,19.0,0.173154079,228.272,1998,452.744,24,2,0,1,2,0
318,13.35,0.139735226,147.5392,2002,3877.6192,20,1,0,1,1,1
319,12.857645184135976,0.043351896,146.6418,1985,4414.254,37,1,2,1,2,3
320,12.857645184135976,0.042086652,122.4388,1985,5448.9072,37,1,2,2,2,3
321,9.695,0.12848269,223.9404,1999,4950.8888,23,2,2,1,0,1
322,15.0,0.049357077,62.6168,2007,958.752,15,1,0,2,1,1
323,11.15,0.008326735,149.9708,2007,1956.1204,15,2,0,1,1,1
324,20.85,0.021362955,103.2306,1999,2404.2038,23,1,2,1,0,1
325,9.8,0.151420934,194.3478,1998,387.4956,24,0,0,0,2,0
326,16.35,0.032511818,165.0842,1987,994.7052,35,1,3,1,2,1
327,9.6,0.022323658,101.299,2002,1754.383,20,2,0,1,1,1
328,12.857645184135976,0.019292355,129.9994,1985,3340.9844,37,0,2,0,2,3
329,13.35,0.048124443,216.7166,2002,3918.8988,20,1,0,1,1,1
330,20.7,0.09261307,76.367,1987,306.268,35,1,3,2,2,1
331,12.857645184135976,0.094697274,158.4604,1985,4278.4308,37,1,2,1,2,3
332,16.2,0.035984104,260.6278,2002,4425.5726,20,1,0,1,1,1
333,12.857645184135976,0.056596985,230.9984,1985,9267.936,37,2,2,1,2,3
334,12.857645184135976,0.2047,76.867,1985,229.701,37,1,1,1,0,0
335,12.857645184135976,0.020618324,129.3994,1985,2055.9904,37,2,2,1,2,3
336,5.5,0.04709821,101.3016,1997,3339.6528,25,0,1,0,0,1
337,15.1,0.087584126,221.7456,2002,6410.3224,20,2,0,1,1,1
338,15.7,0.038078899,122.9046,2007,1992.0736,15,2,0,1,1,1
339,7.895,0.095102092,104.4332,2007,2870.9296,15,2,0,1,1,1
340,12.857645184135976,0.011953902,164.5184,1985,2807.0128,37,2,2,1,2,3
341,17.35,0.062799379,88.183,1987,539.298,35,2,3,1,2,1
342,7.285,0.031125709,174.3054,1987,4377.635,35,0,3,0,2,1
343,20.25,0.026005891,180.9976,2002,2716.464,20,0,0,0,1,1
344,12.857645184135976,0.09246392,190.9504,1985,383.5008,37,1,1,1,0,0
345,15.85,0.107765165,59.5904,1999,703.0848,23,1,2,2,0,1
346,6.17,0.010647477,66.3826,1999,1937.478,23,1,2,1,0,1
347,19.5,0.015749341,182.2608,1999,3307.6944,23,0,2,0,0,1
348,19.2,0.077628053,197.611,1999,3142.576,23,0,2,0,0,1
349,16.7,0.066132028778951,181.2292,2009,2554.0088,13,1,2,1,2,2
350,20.85,0.056695731,104.0648,2009,1869.5664,13,2,2,1,2,2
351,14.5,0.063993068,260.4594,2002,5494.8474,20,2,0,1,1,1
352,11.395,0.069529262,233.1616,1987,6093.4016,35,2,3,1,2,1
353,7.97,0.034452949,174.0422,1997,2586.633,25,1,1,2,0,1
354,7.71,0.06670068,55.2956,1999,1255.6988,23,2,2,1,0,1
355,19.25,0.034699737,141.7496,1997,4093.3384,25,2,1,1,0,1
356,7.075,0.058346939,142.2128,1997,3163.8816,25,1,1,1,0,1
357,12.857645184135976,0.065203103,166.0816,1985,5033.448,37,2,2,1,2,3
358,11.6,0.078929571,79.9276,1997,1137.1864,25,2,1,1,0,1
359,12.857645184135976,0.182514881,98.77,1985,2696.49,37,1,2,1,2,3
360,12.1,0.016895293,178.566,2009,898.83,13,1,2,2,2,2
361,10.0,0.073379745,118.244,1997,2756.412,25,0,1,0,0,1
